Actor_id,Name,Birthdate,Picture,PopularityMetric
1333809,Forrie J. Smith,,A3JvvFVzfF5M7Pvi2csISkoqxDC.jpg,54.086
2267919,Kristina Tonteri-Young,1998-01-01,wr9Q5IiRpKl10IuJhDmC7QXDuqz.jpg,53.287
73269,Elsa Pataky,1976-07-18,qvXlQZWW5yvYZwXCt2fS6vgcePP.jpg,53.132
6193,Leonardo DiCaprio,1974-11-11,wo2hJpn04vbtmh0B9utCFdsQhxM.jpg,52.827
883,Will Patton,1954-06-14,iDW1L8HAbj8y6L9GlEMWPeI1zpK.jpg,52.034
2230991,Daisy Edgar-Jones,1998-05-24,uhrgWinc0W2Q1K0ynUmyTaWd8dv.jpg,51.766
1245,Scarlett Johansson,1984-11-22,6bBCPmc55gzP7TR9Th4WbykrYd0.jpg,51.38
73457,Chris Pratt,1979-06-21,83o3koL82jt30EJ0rz4Bnzrt2dd.jpg,51.214
47296,Jeffrey Dean Morgan,1966-04-22,m8bdrmh6ExDCGQ64E83mHg002YV.jpg,51.199
9780,Angela Bassett,1958-08-16,7Oz53NKdglRzAzI2MKjM3eQXwn.jpg,51.067
2231,Samuel L. Jackson,1948-12-21,nCJJ3NVksYNxIzEHcyC1XziwPVj.jpg,50.914
517,Pierce Brosnan,1953-05-16,dzXVwwJLPwiZeXOnf7YxorqVEEM.jpg,50.825
1190668,Timothée Chalamet,1995-12-27,fWcf1b3CEybhnE53xLpeAEl6WYJ.jpg,50.414
42374,Nicki Aycox,1975-05-26,vzsB1XQJJxMOG3nFpWzlEXRHIBz.jpg,50.373
18082,Timothy Olyphant,1968-05-20,7pHmRHE2wBNC9cBgNIRCBqFLoyZ.jpg,49.79
2037,Cillian Murphy,1976-05-25,i8dOTC0w6V274ev5iAAvo4Ahhpr.jpg,49.055
1499908,Hassie Harrison,1990-03-20,cUu16UFtcmAJwyge5g5sbMstZCc.jpg,48.392
1292329,Kimberley Sustad,1987-05-27,w6LpI0W09gvGqthPvVBwCf3WF6c.jpg,48.32
1371263,Devan Long,1983-08-31,qPZeVZqH1z7n5LVKVdzwXbAHe6s.jpg,48.31
6885,Charlize Theron,1975-08-07,1HloWLLhL3iTrmDtMigiitLB9Qx.jpg,47.649
3293,Rachel Weisz,1970-03-07,58czHc8QU1L4H0N45T0UML8efgS.jpg,47.524
20189,Amy Smart,1976-03-26,byLbVH8smwtJ5L6S7VoWmNf9yxn.jpg,47.402
1620,Michelle Yeoh,1962-08-06,6oxvfyrrM3YmhgFZSqc8ESqPZoC.jpg,47.216
73968,Henry Cavill,1983-05-05,iWdKjMry5Pt7vmxU7bmOQsIUyHa.jpg,47.207
16828,Chris Evans,1981-06-13,3bOGNsHlrswhyW79uvIHH1V43JI.jpg,46.846
30614,Ryan Gosling,1980-11-12,pR2H6U7nH8lvrE02hLL6b8Ysnjm.jpg,46.828
37625,Andrew Garfield,1983-08-20,9hJ59ogLxgcZDkvfGcjLHqbB5Pl.jpg,46.82
142636,Josh Holloway,1969-07-20,biuhUJn5BDhXpfKvVW4dVUxvB44.jpg,46.756
15555,Piper Perabo,1976-10-31,aP9QqLm4JZxLwp2CiUbEh5zrpVI.jpg,46.595
1230687,Jennifer Landon,1983-08-29,o1XDkIoyZTwjSXF9SE7mTZb8Xeb.jpg,46.4
2461,Mel Gibson,1956-01-03,oSOYCghY3XcXBYqMA0fsEi8WKaa.jpg,45.921
71580,Benedict Cumberbatch,1976-07-19,fBEucxECxGLKVHBznO0qHtCGiMO.jpg,45.791
287,Brad Pitt,1963-12-18,ajNaPmXVVMJFg9GWmu6MJzTaXdV.jpg,45.592
87265,Tenoch Huerta Mejía,1981-01-29,5qoAmQpcPCjf4Pd6aTZOeINGYzk.jpg,45.465
934,Russell Crowe,1964-04-07,mGTtPuwE8OR00tkJGmVLJmt8KpW.jpg,45.423
55089,Evan Peters,1987-01-20,82yu3I5vSoEqnIL3GE8oB5DHehI.jpg,44.856
8784,Daniel Craig,1968-03-02,6j9Hu3gZsMEl6vZHNTko9yqp0Y6.jpg,44.848
65731,Sam Worthington,1976-08-02,blKKsHlJIL9PmUQZB8f3YmMBW5Y.jpg,44.729
3223,Robert Downey Jr.,1965-04-04,im9SAqJPZKEbVZGmjXuLI4O7RvM.jpg,44.642
821,Beverly D'Angelo,1951-11-15,8fYQIA8dAaA4GOTxOFSKIvTqzi.jpg,44.467
1590797,Sadie Sink,2002-04-16,tEHNLdwPmxu3Ikkvq8I6FUfGdZL.jpg,44.26
17419,Bryan Cranston,1956-03-07,7Jahy5LZX2Fo8fGJltMreAI49hC.jpg,44.117
16431,Sam Elliott,1944-08-09,g2wbuUVKMFf1x5BpEkxibinTudG.jpg,43.887
190,Clint Eastwood,1930-05-31,dU35NnjZ4aGw5abIJe3WXVf3Eey.jpg,43.82
13240,Mark Wahlberg,1971-06-05,bTEFpaWd7A6AZVWOqKKBWzKEUe8.jpg,43.663
2180575,Franco Lo Presti,1990-08-05,cCEgJlOQxB3bMwPE1GX0Oy3Pspl.jpg,43.602
18979,Christina Applegate,1971-11-25,dNLVRcmXAqFje98Wc2X8CNFGvKh.jpg,43.552
145143,Aneurin Barnard,1987-05-08,aiuFLvyaxmuglNi3nfQ3oL9qW97.jpg,43.521
22226,Paul Rudd,1969-04-06,8eTtJ7XVXY0BnEeUaSiTAraTIXd.jpg,43.346
38673,Channing Tatum,1980-04-26,bhTmp6FA8fOQnGlNk75tdmj2bpu.jpg,43.173
1892,Matt Damon,1970-10-08,At3JgvaNeEN4Z4ESKlhhes85Xo3.jpg,43.126
93491,Will Poulter,1993-01-28,9blYMaj79VGC6BHTLmJp3V5S8r3.jpg,43.113
1019,Mads Mikkelsen,1965-11-22,ntwPvV4GKGGHO3I7LcHMwhXfsw9.jpg,42.855
135651,Michael B. Jordan,1987-02-09,kfcn0yyEdN2aJfVaxW0NIoKVF4J.jpg,42.593
1397778,Anya Taylor-Joy,1996-04-16,aSOvCmB1nsl19IqrjuuWwaguvDh.jpg,42.484
6384,Keanu Reeves,1964-09-02,4D0PpNI0kmP58hgrwGC3wCjxhnm.jpg,42.23
64295,Alan Ritchson,1982-11-28,iV4XpUEsvnncbRv1SJKasRY05cK.jpg,41.995
71070,Amanda Seyfried,1985-12-03,wcHYErlynY8xWe6X7RmqEqpMBGl.jpg,41.766
12708,Peter Billingsley,1971-04-16,2Aq3fcRbEifBWfOgBIbZdPDcDUW.jpg,41.144
26723,Katheryn Winnick,1977-12-17,vQSqH3ybDWZHZIqX4NZKhOCXAhQ.jpg,41.076
501,Dakota Fanning,1994-02-23,6bNiiHnZZfA7YYIxO5FszvNFBlI.jpg,40.987
5081,Emily Blunt,1983-02-23,gjgqk6MZO76D6pXPdB40hLUtCl0.jpg,40.673
70851,Jack Black,1969-08-28,rtCx0fiYxJVhzXXdwZE2XRTfIKE.jpg,40.649
380,Robert De Niro,1943-08-17,cT8htcckIuyI1Lqwt1CvD02ynTh.jpg,40.54
56731,Jessica Alba,1981-04-28,tyZ2r0tiPtTkE2udDEVbNXnMV4v.jpg,40.347
1173984,Olivia Cooke,1993-12-27,qkOP1LnoOrQBMKrqmhrhrKiyxSj.jpg,40.286
1371297,Adria Arjona,1992-04-25,jUGWrJfUwhOQCUEnWR0CVNkNH08.jpg,40.215
5469,Ralph Fiennes,1962-12-22,tJr9GcmGNHhLVVEH3i7QYbj6hBi.jpg,40.194
14406,Lisa Kudrow,1963-07-30,mRzSI0ABmzxvU6wjpJKLcYCfM5k.jpg,39.566
1424363,Eden Brolin,1994-11-30,z64sPFRx1IomrKZvkRF8GLwCvag.jpg,39.544
112561,Lily Collins,1989-03-18,aFSZkMNjmDR07JtkvhcbLAbDAMx.jpg,39.341
1172108,Mckenna Grace,2006-06-25,4ZUnnSVv6w6aZ44On8ObgBOKsRo.jpg,39.328
10912,Eva Green,1980-07-06,b6r4HOLWsQdBgecGlNB4ydZSi9r.jpg,39.16
91351,Sarah Hyland,1990-11-24,iJBshYABkUfkfFZTFo4gM00HauA.jpg,38.906
11006,James Marsden,1973-09-18,mk142GG0saiSXALY6V4wWcmPROW.jpg,38.719
19498,Jon Bernthal,1976-09-20,pEDKAsy1zO9dgSeBjohqklOXRUQ.jpg,38.646
139,Uma Thurman,1970-04-29,pGyACejvvLI6tB0gFQ2rCjwqKvd.jpg,38.491
5293,Willem Dafoe,1955-07-22,ui8e4sgZAwMPi3hzEO53jyBJF9B.jpg,38.484
8691,Zoe Saldaña,1978-06-19,iOVbUH20il632nj2v01NCtYYeSg.jpg,38.409
42905,Bill Kelly,,5aa3F5vFv5yQe10pL2snCUrBIpt.jpg,38.319
69597,Drew Barrymore,1975-02-22,vCg538wASd6UlZcqD0a0KdgwMIQ.jpg,38.161
887,Owen Wilson,1968-11-18,op8sGD20k3EQZLR92XtaHoIbW0o.jpg,38.102
2203,Neal McDonough,1966-02-13,lnNVYkXNhcEcFD3ICtHXNBxmD8i.jpg,38.062
2219,Tobey Maguire,1975-06-27,kOJelnLSb89SeivbOCt1l94Hz2d.jpg,38.036
6886,Christina Ricci,1980-02-12,dzB58d6fNrTEi7nBAU1tySJc2at.jpg,37.936
32747,Stephen Lang,1952-07-11,xEBuFWrCKDQD6r6CZK71GYIc4UW.jpg,37.683
60959,Jackie Sandler,1974-09-24,j9XiOUVtolVM3sWGcLCw6yQSbJV.jpg,37.272
98285,Bella Thorne,1997-10-08,mdsbU2sEZ0Z2CZ2YGnurrYf70AN.jpg,37.171
524,Natalie Portman,1981-06-09,luLok04KiKqu3zq5rvKQhpiEDmx.jpg,37.009
16483,Sylvester Stallone,1946-07-06,qDRGPAcQoW8Wuig9bvoLpHwf1gU.jpg,36.977
62064,Chris Pine,1980-08-26,7mHvPL2TsfMBEeEmO0Iww8hpQXZ.jpg,36.96
61860,Marianne Stanicheva,,3fQVzQeRaTbqD777xk5OXtEIOCm.jpg,36.785
83271,Glen Powell,1988-10-21,lRbbndkwOXyvep9Y7kHiwbh9Ji5.jpg,36.753
500,Tom Cruise,1962-07-03,8qBylBsQf4llkGrWR3qAsOtOU8O.jpg,36.612
1558986,Louis Partridge,2003-06-03,wuZNRskGHWWLo3uS22VcgKcJgZB.jpg,36.533
55638,Kevin Hart,1979-07-06,7OwsFfoxNGIfWwSmdORyB7v8XNj.jpg,36.477
87722,Noomi Rapace,1979-12-28,vdlUULsiwxEgxTwxn3vVQqmolcx.jpg,36.466
137905,Bill Skarsgård,1990-08-09,6OCBeTRLXrNKqvSz4HIweUWSIn6.jpg,36.431
1848567,Luke Roessler,2007-03-12,hBZGJWKfDgRgK0KyDfXV7bAHrkv.jpg,36.416
11207,David Thewlis,1963-03-20,sNuYyT8ocLlQr3TdAW9CoKVbCU8.jpg,36.389
18324,Steve Zahn,1967-11-13,x66YoGbB8LUORUa8oDoJmI4ko3q.jpg,36.114
17276,Gerard Butler,1969-11-13,eJn92Loeq9GzKJVkCaVEQejIq2Z.jpg,36.101
1007683,Jack Reynor,1992-01-23,39u0sE8pTKXROLVb1PoRDGQSAWx.jpg,35.893
119592,Aubrey Plaza,1984-06-26,4pPvrQmrzQCYpgLo8WM1AW8myoe.jpg,35.812
1700784,Mathilde Ollivier,1994-09-20,hLTH1hHRi7jrAbKcS1cwFMk7RNb.jpg,35.811
1281,Freddie Highmore,1992-02-14,4haqYYQJFhFe9Poqb26Xpuj1VJk.jpg,35.693
2222,Beau Bridges,1941-12-09,Aiezvt0Uj2Ka9QVW3GvuRLkNS2V.jpg,35.519
1817,Linda Cardellini,1975-06-25,bcycvynDprC1rrhBNrnBjn5uOUd.jpg,35.516
63312,Yvonne Strahovski,1982-07-30,2IQEjn5T8urx6ikXM87QGs5MrWg.jpg,35.403
8210,Wes Bentley,1978-09-04,oDjtxTiEuCdyrcAtlCOEWUjhsaT.jpg,35.392
24045,Joseph Gordon-Levitt,1981-02-17,dhv9f3AaozOjpvjAwVzOWlmmT2V.jpg,35.391
16851,Josh Brolin,1968-02-12,sX2etBbIkxRaCsATyw5ZpOVMPTD.jpg,35.368
10980,Daniel Radcliffe,1989-07-23,uAICvHxj4cwSGjEY9B09Mhqxrk.jpg,35.34
83002,Jessica Chastain,1977-03-24,lodMzLKSdrPcBry6TdoDsMN3Vge.jpg,35.323
4778,Melinda Dillon,1939-10-13,fefn6cQaU05EuklP25foT4xOc7I.jpg,35.184
10882,Rosamund Pike,1979-01-27,8ObNklHDi2hjdz0ayzJFB9jtqzm.jpg,35.009
234352,Margot Robbie,1990-07-02,35LANEyLO2wPkm0EKWg8HejuRan.jpg,34.958
18277,Sandra Bullock,1964-07-26,u2tnZ0L2dwrzFKevVANYT5Pb1nE.jpg,34.903
16937,Rex Linn,1956-11-13,dY8x6OrmS0dBdogxeF2QALrCvpI.jpg,34.889
62220,Lauren Cohan,1982-01-07,53HHcRPaQXxTNRLVur8q7f0wu5o.jpg,34.883
88029,Alison Brie,1982-12-29,rj4hAgS3BF6jdRxOSDyXG8WYOCM.jpg,34.788
82809,Annabelle Wallis,1984-09-05,b6PltW1e18BdmRz3nKZ7ID9uZ24.jpg,34.738
11705,Michelle Monaghan,1976-03-23,jB47BoGdudHELszn9ZAZqnnUy8N.jpg,34.644
22082,Lacey Chabert,1982-09-30,mjjCqHB458t3bh9MJZBdj0Os75l.jpg,34.582
968006,Katherine McNamara,1995-11-22,4UaoNsJX1Kkb7RpaODYO5WK9Vvv.jpg,34.553
1512021,Scarlett Estevez,2007-12-04,c8T1SJxcHs0bV1W66qvWVfaINOt.jpg,34.428
18973,Mila Kunis,1983-08-14,811vCRSr9s2MFwCIOo1jWHltu3R.jpg,34.264
61981,Michael Clarke Duncan,1957-12-10,3RX8OBqt3gbvFwKYZqiom4O3Ta6.jpg,34.165
335,Michael Shannon,1974-08-07,6mMczfjM8CiS1WuBOgo5Xom1TcR.jpg,34.073
1158,Al Pacino,1940-04-25,fMDFeVf0pjopTJbyRSLFwNDm8Wr.jpg,33.938
23532,Jason Bateman,1969-01-14,8e6mt0vGjPo6eW52gqRuXy5YnfN.jpg,33.874
1331457,Sofia Carson,1993-04-10,v6N7ZrwG7C7fII2hOzfzPFNMtK.jpg,33.837
418,Robert Patrick,1958-11-05,qRv2Es9rZoloullTbzss3I5j1Mp.jpg,33.815
20810,Joely Richardson,1965-01-09,f5f3mwQeEjU9hi3CzGYId3fPOC9.jpg,33.782
505710,Zendaya,1996-09-01,AlhEFI2E7t56hIc2d8eArm7bgmT.jpg,33.735
10205,Sigourney Weaver,1949-10-08,flfhep27iBxseZIlxOMHt6zJFX1.jpg,33.581
84224,Christian Serratos,1990-09-21,3odIVQPRdJ0aNuecrtciodBi0rL.jpg,33.473
13920,Mimi Rogers,1956-01-27,tRgFtPEr9eSwGjKXpg0p0MNItry.jpg,33.459
1301092,Tanaya Beatty,1991-02-12,nQQd9rpMxYM2MshYlOSV0PfffPP.jpg,33.414
1202689,Jessica Henwick,1992-08-30,a8LdstM4zzJwM2wXdmC6FU2oz7s.jpg,33.282
94423,Shantel VanSanten,1985-07-25,pVSQcngGClHnZhOLedgtkj3tVob.jpg,33.274
92614,Dawn Olivieri,1981-02-08,tet7ZVbzhLWwT44m9j94folyl5N.jpg,33.272
1353827,Taylor Russell,1994-07-18,kwksrHVkmqyEda0py5YnANxWqfG.jpg,33.245
8984,Bill Pullman,1953-12-17,nozp5ZCm4ikFb8Ih2J5ncpJFOfx.jpg,33.143
556356,Vanessa Kirby,1988-04-18,5fbvIkZ02RdcXfZHUUk4cQ9kILK.jpg,33.137
45827,Ashley Greene,1987-02-21,qcuqjfZvusdjV9B2sLrxU3iajWj.jpg,33.065
9273,Amy Adams,1974-08-20,bp7PLjL2fHVuLRFsw6ccpGrGjrA.jpg,33.03
1137824,Mia Goth,1993-11-30,wQYG6PNKSdbBW5WCkS5CPVB5oQj.jpg,33.02
115679,Charlotte Riley,1981-12-29,lBtMkDS3OPBezfHymx0UQBIAJab.jpg,32.938
57755,Woody Harrelson,1961-07-23,igxYDQBbTEdAqaJxaW6ffqswmUU.jpg,32.924
69225,Q'orianka Kilcher,1990-02-11,uduApOlv4MumUKdc9LtLSBL0bW8.jpg,32.907
17832,Carla Gugino,1971-08-29,7lSH5LOexOHwvt9lOTsLTbXdU1G.jpg,32.686
2983,Mark Strong,1963-08-05,3cNmatYsoifytg7TfQhI1EHow3v.jpg,32.659
1073985,Andreas Pietschmann,1969-03-22,2eXCr0GfkjVRbPgMacZlR8fMjYL.jpg,32.648
1385813,Jefferson White,,8QSrhrWpqTBGJN3rfijXCvmOcb5.jpg,32.511
8985,Margaret Colin,1958-05-26,tsg9bGtD1mY1FLKIeIFUNeD5jpm.jpg,32.356
1813,Anne Hathaway,1982-11-12,tLelKoPNiyJCSEtQTz1FGv4TLGc.jpg,32.255
18999,J.K. Simmons,1955-01-09,jPoNW5fugs5h8AbcE7H5OBm04Tm.jpg,32.239
51329,Bradley Cooper,1975-01-05,pLD2XvxqHueLWOuqXoFngJU3A5H.jpg,32.115
3497,Kyle Chandler,1965-09-17,amOshiwsbyIyvkhm9QK48xuafyH.jpg,32.114
4937,Vince Vaughn,1970-03-28,A9fJ88dfXZGpgFTnQIK0bOtjMrj.jpg,32.081
25072,Oscar Isaac,1979-03-09,dW5U5yrIIPmMjRThR9KT2xH6nTz.jpg,32.029
933238,Rebecca Ferguson,1983-10-19,6NRlV9oUipeak7r00V6k73Jb7we.jpg,31.983
83860,Aldis Hodge,1986-09-20,jPpnaAGFXaIeOrRNUHIHxk3fIJL.jpg,31.982
109513,Alexandra Daddario,1986-03-16,lh5zibQXYH1MNqkuX8TmxyNYHhK.jpg,31.973
529,Guy Pearce,1967-10-05,hCzlUxrTLz3ntoPApW873sX0THf.jpg,31.955
131,Jake Gyllenhaal,1980-12-19,oA6fp6SQBQQWZEzn4NfY3E8mJhV.jpg,31.93
1283,Helena Bonham Carter,1966-05-26,DDeITcCpnBd0CkAIRPhggy9bt5.jpg,31.825
12898,Tim Allen,1953-06-13,woWhZzFILVhYMAvsPL171HjMY0y.jpg,31.738
110,Viggo Mortensen,1958-10-20,vH5gVSpHAMhDaFWfh0Q7BG61O1y.jpg,31.721
82666,Rhys Darby,1974-03-21,5EeCqhmrlw61CFuipknRPyyuC3C.jpg,31.678
55934,Taika Waititi,1975-08-16,aH6MgwFhomAPNBRPyO2fhpU5kbk.jpg,31.634
7499,Jared Leto,1971-12-26,lZaE3x8yxofNZ96xpthxuVXQxTM.jpg,31.611
39995,Michael Cera,1988-06-07,uwCyCFtGvn9dDmrHslbsmUj0tpj.jpg,31.606
136532,Matt Smith,1982-10-28,b3AYe7kkImkB35CoYwlUqHnJGF8.jpg,31.549
84497,Aaron Paul,1979-08-27,lowE44ffgu4UmnOT3wOTKYhtUzp.jpg,31.456
63436,Jun Ji-hyun,1981-10-30,pM5U2KH8RmuV1F7RsoE7Pn6AyhP.jpg,31.395
74688,Keke Palmer,1993-08-26,fXiKInUmPLs5F53yv2KZSuCXHJZ.jpg,31.374
2876,Matt Dillon,1964-02-18,wVoSUexYH79igPgxIXKWRlV2uBk.jpg,31.312
134,Jamie Foxx,1967-12-13,hPwCMEq6jLAidsXAX5BfoYgIfg2.jpg,31.301
1716493,Harris Dickinson,1996-06-24,pqqnYWWHa3Va80EXofXrVlRqIDM.jpg,31.216
2133,Dina Meyer,1968-12-22,lKQAPw9rwcJBikqQBw7Me5QTIco.jpg,31.172
3895,Michael Caine,1933-03-14,hZruclwEPCKw3e83rnFSIH5sRFZ.jpg,31.068
91606,Tom Hiddleston,1981-02-09,mclHxMm8aPlCPKptP67257F5GPo.jpg,31.038
18897,Jackie Chan,1954-04-07,nraZoTzwJQPHspAVsKfgl3RXKKa.jpg,30.995
86654,Austin Butler,1991-08-17,zyizc36OayhIn3STXR8HXP0nnVm.jpg,30.959
81685,Frank Grillo,1965-06-08,br2nPzelch2Tb3pZHnYAbXng7cz.jpg,30.905
550843,Elizabeth Olsen,1989-02-16,wIU675y4dofIDVuhaNWPizJNtep.jpg,30.828
1253360,Pedro Pascal,1975-04-02,dBOrm29cr7NUrjiDQMTtrTyDpfy.jpg,30.815
36592,Saoirse Ronan,1994-04-12,4plcgNpHArZUTiYqgpQdGw4PZdT.jpg,30.795
11288,Robert Pattinson,1986-05-13,6RVxNlNmc0DIfZzaJKCJM43If3M.jpg,30.706
1229,Jeff Bridges,1949-12-04,xms1RAY6q7Lzp7wNeRCB0kzhucn.jpg,30.687
2227,Nicole Kidman,1967-06-20,jTtiPqW6VlNE9nTf4BuUzuIqzlR.jpg,30.551
17628,Mary Elizabeth Winstead,1984-11-28,vQn6IGsClpyhV6KTba9EDqSK7e2.jpg,30.509
13548,James Spader,1960-02-07,uET0mbf2bMkUXbRb1Oxi8Qjqcw3.jpg,30.465
3136,Salma Hayek,1966-09-02,a1VhN6kvw4tuRrIvGnvAjHAWnD5.jpg,30.463
19961,Nina Dobrev,1989-01-09,67A1s3I8k831MJ7VRLX59hBNdNt.jpg,30.376
569,Ethan Hawke,1970-11-06,a7rgJl8TYUWAfJuM4fxbLHgD7BL.jpg,30.358
1847915,Humberly Gonzalez,1992-04-25,9tsJlFkKMZP02w4GPjlQedegWxf.jpg,30.258
543990,Merritt Patterson,1990-09-02,JD4MNBtHjT2D43eUrBvNifhNpK.jpg,30.213
1321628,Morfydd Clark,1990-03-17,wFAzDxVwpEbkWYK4tb9k2aKiNp9.jpg,30.179
77700,Travis Fimmel,1979-07-15,3feVQYAZXNHduKdtw3oMMAnUbQg.jpg,30.176
54693,Emma Stone,1988-11-06,ayqOHTfxAiaSQZisD3Q4fB6UTjU.jpg,30.101
3713,Frances Fisher,1952-05-11,tsyGcoXGRNM8KGLpLG3OuxAyxx2.jpg,30.086
20049,David Tennant,1971-04-18,zM76EBPZkdkSHyESyIUa47aP87R.jpg,30.078
29222,Zac Efron,1987-10-18,6oXNHv7gAyXXYFpF943pKRsTtqQ.jpg,30.077
2963,Nicolas Cage,1964-01-07,ar33qcWbEgREn07ZpXv5Pbj8hbM.jpg,30.049
16644,Dolph Lundgren,1957-11-03,t3hMzibYVUS1KBXFgtxuNnax8qX.jpg,29.937
512991,Richard Madden,1986-06-18,zP1QxxjhtnnjMutuYKtlOnvYD7P.jpg,29.891
2224,Christian Slater,1969-08-18,6ww3uweEEXMlvtNjTlgBHxLErPF.jpg,29.855
4391,Charles Dance,1946-10-10,2T2tH6EJjgP8aGevWogwfYr26QQ.jpg,29.796
34486,Ashley Johnson,1983-08-09,8s36QwB7Zq3PrbY1W6a6ctTFFoe.jpg,29.692
4886,Norman Reedus,1969-01-06,ozHPdO5jAt7ozzdZUgyRAMNPSDW.jpg,29.681
9827,Rose Byrne,1979-07-24,4oQWCLK7gd6RNKF0WJipJo7TyFP.jpg,29.592
34847,Emma Roberts,1991-02-10,f3x47JEO4gsyymjUASGl0tIrdX0.jpg,29.56
2039,Brendan Gleeson,1955-03-29,379TXtBPRrkBDrEBWPQ5v3up7kT.jpg,29.534
19211,Ian Somerhalder,1978-12-08,x0pfPTV0ryFmhz4fju3Depx4NLp.jpg,29.504
14415,Julie Hagerty,1955-06-15,bQZ0bcFNyE4a3GDNfYMmfO7eWMl.jpg,29.497
776,Eddie Murphy,1961-04-03,35NneLV2mx3c4eHptwcCMDmihik.jpg,29.462
